origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2013,1,4,5,30.92,21.02,66.34,240.0,11.5078,,0.0,1018.4,10.0,2013-01-04 05:00:00
EWR,2013,1,4,6,33.08,21.02,60.81,230.0,16.11092,,0.0,1018.7,10.0,2013-01-04 06:00:00
EWR,2013,1,4,7,33.98,21.92,60.93,240.0,10.35702,,0.0,1018.7,10.0,2013-01-04 07:00:00
EWR,2013,1,4,8,35.06,21.92,58.37,250.0,13.80936,,0.0,1019.0,10.0,2013-01-04 08:00:00
EWR,2013,1,4,9,35.96,21.02,54.21,250.0,14.960139999999999,19.56326,0.0,1019.0,10.0,2013-01-04 09:00:00
EWR,2013,1,4,10,37.04,19.04,47.75,260.0,16.11092,27.61872,0.0,1018.1,10.0,2013-01-04 10:00:00
EWR,2013,1,4,11,37.04,19.04,47.75,270.0,20.71404,27.61872,0.0,1016.9,10.0,2013-01-04 11:00:00
EWR,2013,1,4,12,39.92,19.94,44.33,260.0,17.2617,25.31716,0.0,1015.8,10.0,2013-01-04 12:00:00
EWR,2013,1,4,13,37.94,19.04,46.09,250.0,24.16638,31.07106,0.0,1015.1,10.0,2013-01-04 13:00:00
EWR,2013,1,4,14,37.94,19.94,47.89,250.0,21.86482,28.7695,0.0,1014.7,10.0,2013-01-04 14:00:00
EWR,2013,1,4,15,37.94,19.94,47.89,250.0,18.41248,27.61872,0.0,1014.6,10.0,2013-01-04 15:00:00
EWR,2013,1,4,16,37.04,19.94,49.62,250.0,17.2617,25.31716,0.0,1014.8,10.0,2013-01-04 16:00:00
EWR,2013,1,4,17,35.96,21.02,54.21,230.0,13.80936,,0.0,1015.2,10.0,2013-01-04 17:00:00
EWR,2013,1,4,18,35.06,21.02,56.18,230.0,9.20624,,0.0,1015.4,10.0,2013-01-04 18:00:00
EWR,2013,1,4,19,35.06,21.02,56.18,240.0,11.5078,19.56326,0.0,1015.5,10.0,2013-01-04 19:00:00
EWR,2013,1,4,20,35.06,19.94,53.66,250.0,11.5078,,0.0,1015.3,10.0,2013-01-04 20:00:00
EWR,2013,1,4,21,35.06,19.94,53.66,250.0,13.80936,,0.0,1015.7,10.0,2013-01-04 21:00:00
EWR,2013,1,4,22,33.98,19.04,53.91,250.0,11.5078,,0.0,1016.2,10.0,2013-01-04 22:00:00
EWR,2013,1,4,23,33.08,19.04,55.89,240.0,11.5078,,0.0,1016.6,10.0,2013-01-04 23:00:00
EWR,2013,1,5,0,33.08,17.96,53.36,260.0,10.35702,,0.0,1017.1,10.0,2013-01-05 00:00:00
EWR,2013,1,5,1,33.08,17.06,51.33,270.0,10.35702,,0.0,1017.7,10.0,2013-01-05 01:00:00
EWR,2013,1,5,2,32.0,17.06,53.6,280.0,12.65858,,0.0,1018.8,10.0,2013-01-05 02:00:00
EWR,2013,1,5,3,32.0,17.06,53.6,290.0,18.41248,23.0156,0.0,1019.3,10.0,2013-01-05 03:00:00
EWR,2013,1,5,4,32.0,17.06,53.6,260.0,11.5078,,0.0,1020.2,10.0,2013-01-05 04:00:00
EWR,2013,1,5,5,32.0,17.06,53.6,240.0,12.65858,,0.0,1021.0,10.0,2013-01-05 05:00:00
EWR,2013,1,5,6,33.08,17.96,53.36,250.0,10.35702,,0.0,1022.4,10.0,2013-01-05 06:00:00
EWR,2013,1,5,7,32.0,19.04,58.37,250.0,9.20624,,0.0,1023.0,10.0,2013-01-05 07:00:00
EWR,2013,1,5,8,35.06,19.94,53.66,240.0,9.20624,20.71404,0.0,1024.5,10.0,2013-01-05 08:00:00
EWR,2013,1,5,9,37.94,21.02,50.14,270.0,10.35702,,0.0,1024.8,10.0,2013-01-05 09:00:00
EWR,2013,1,5,10,41.0,21.02,44.51,310.0,10.35702,21.86482,0.0,1024.9,10.0,2013-01-05 10:00:00
EWR,2013,1,5,11,42.08,19.94,40.77,320.0,14.960139999999999,26.467940000000002,0.0,1024.6,10.0,2013-01-05 11:00:00
EWR,2013,1,5,12,42.98,19.94,39.38,310.0,13.80936,,0.0,1023.9,10.0,2013-01-05 12:00:00
EWR,2013,1,5,13,44.06,19.94,37.79,290.0,11.5078,19.56326,0.0,1023.6,10.0,2013-01-05 13:00:00
EWR,2013,1,5,14,44.06,19.94,37.79,310.0,9.20624,16.11092,0.0,1024.0,10.0,2013-01-05 14:00:00
EWR,2013,1,5,15,42.98,19.04,37.9,310.0,8.05546,,0.0,1024.1,10.0,2013-01-05 15:00:00
EWR,2013,1,5,16,41.0,19.94,42.51,310.0,4.60312,,0.0,1024.0,10.0,2013-01-05 16:00:00
EWR,2013,1,5,17,39.92,19.94,44.33,280.0,4.60312,,0.0,1024.7,10.0,2013-01-05 17:00:00
EWR,2013,1,5,18,39.02,21.92,49.93,240.0,8.05546,,0.0,1025.0,10.0,2013-01-05 18:00:00
EWR,2013,1,5,19,35.96,21.92,56.32,240.0,6.90468,,0.0,1024.8,10.0,2013-01-05 19:00:00
EWR,2013,1,5,20,33.98,21.92,60.93,240.0,4.60312,,0.0,1024.2,10.0,2013-01-05 20:00:00
EWR,2013,1,5,21,33.08,23.0,66.11,220.0,4.60312,,0.0,1024.1,10.0,2013-01-05 21:00:00
EWR,2013,1,5,22,33.08,23.0,66.11,210.0,4.60312,,0.0,1023.3,10.0,2013-01-05 22:00:00
EWR,2013,1,5,23,32.0,23.0,69.04,210.0,4.60312,,0.0,1022.8,10.0,2013-01-05 23:00:00
EWR,2013,1,6,0,33.98,23.0,63.77,210.0,5.7539,,0.0,1023.3,10.0,2013-01-06 00:00:00
EWR,2013,1,6,1,33.98,23.0,63.77,230.0,9.20624,,0.0,1023.4,10.0,2013-01-06 01:00:00
EWR,2013,1,6,2,33.98,23.0,63.77,200.0,4.60312,,0.0,1022.5,10.0,2013-01-06 02:00:00
EWR,2013,1,6,3,33.98,24.08,66.72,200.0,5.7539,,0.0,1021.7,10.0,2013-01-06 03:00:00
EWR,2013,1,6,4,33.08,28.04,81.5,200.0,8.05546,,0.0,1020.5,10.0,2013-01-06 04:00:00
EWR,2013,1,6,5,33.8,30.2,88.37,210.0,5.7539,,0.0,,6.0,2013-01-06 05:00:00
EWR,2013,1,6,6,33.98,30.92,88.42,210.0,5.7539,,0.0,1020.3,6.0,2013-01-06 06:00:00
EWR,2013,1,6,7,35.06,32.0,93.03,230.0,9.20624,,0.0,,6.0,2013-01-06 07:00:00
EWR,2013,1,6,8,35.96,32.0,86.59,240.0,8.05546,,0.0,,6.0,2013-01-06 08:00:00
EWR,2013,1,6,9,37.4,32.0,86.59,230.0,11.5078,,0.0,,8.0,2013-01-06 09:00:00
EWR,2013,1,6,10,39.92,30.92,74.98,250.0,11.5078,,0.0,,9.0,2013-01-06 10:00:00
EWR,2013,1,6,11,42.98,30.02,59.93,240.0,10.35702,,0.0,1017.4,10.0,2013-01-06 11:00:00
EWR,2013,1,6,12,46.04,28.94,51.03,250.0,10.35702,,0.0,1016.3,10.0,2013-01-06 12:00:00
EWR,2013,1,6,13,46.94,26.96,45.48,240.0,13.80936,19.56326,0.0,1015.5,10.0,2013-01-06 13:00:00
EWR,2013,1,6,14,48.02,24.98,40.22,250.0,14.960139999999999,18.41248,0.0,1015.1,10.0,2013-01-06 14:00:00
EWR,2013,1,6,15,46.94,24.08,40.35,260.0,11.5078,,0.0,1015.0,10.0,2013-01-06 15:00:00
EWR,2013,1,6,16,44.96,26.06,47.23,260.0,6.90468,,0.0,1015.5,10.0,2013-01-06 16:00:00
EWR,2013,1,6,17,44.06,26.06,48.87,270.0,8.05546,,0.0,1016.0,10.0,2013-01-06 17:00:00
EWR,2013,1,6,18,44.06,24.98,46.73,250.0,10.35702,,0.0,1016.5,10.0,2013-01-06 18:00:00
EWR,2013,1,6,19,42.98,24.98,48.7,260.0,10.35702,,0.0,1016.6,10.0,2013-01-06 19:00:00
EWR,2013,1,6,20,42.98,26.06,50.94,270.0,10.35702,,0.0,1016.5,10.0,2013-01-06 20:00:00
EWR,2013,1,6,21,42.08,26.06,52.73,270.0,10.35702,,0.0,1016.7,10.0,2013-01-06 21:00:00
EWR,2013,1,6,22,41.0,26.96,57.06,270.0,6.90468,,0.0,1017.2,10.0,2013-01-06 22:00:00
EWR,2013,1,6,23,39.92,26.96,59.5,270.0,9.20624,,0.0,1017.6,10.0,2013-01-06 23:00:00
EWR,2013,1,7,0,39.92,26.96,59.5,260.0,8.05546,,0.0,1018.1,10.0,2013-01-07 00:00:00
EWR,2013,1,7,1,37.94,26.96,64.29,270.0,8.05546,,0.0,1018.7,10.0,2013-01-07 01:00:00
EWR,2013,1,7,2,35.96,26.96,69.51,280.0,6.90468,,0.0,1019.3,10.0,2013-01-07 02:00:00
EWR,2013,1,7,3,37.04,28.04,69.63,260.0,6.90468,,0.0,1019.8,10.0,2013-01-07 03:00:00
EWR,2013,1,7,4,35.96,28.04,72.66,280.0,9.20624,,0.0,1020.6,10.0,2013-01-07 04:00:00
EWR,2013,1,7,5,35.06,26.96,72.03,290.0,4.60312,,0.0,1021.7,10.0,2013-01-07 05:00:00
EWR,2013,1,7,6,35.96,28.04,72.66,270.0,6.90468,,0.0,1023.1,10.0,2013-01-07 06:00:00
EWR,2013,1,7,7,37.94,28.94,69.73,250.0,8.05546,,0.0,1024.1,10.0,2013-01-07 07:00:00
EWR,2013,1,7,8,39.92,28.94,64.54,280.0,5.7539,,0.0,1025.1,10.0,2013-01-07 08:00:00
EWR,2013,1,7,9,44.06,26.96,50.73,300.0,13.80936,23.0156,0.0,1025.9,10.0,2013-01-07 09:00:00
EWR,2013,1,7,10,44.96,24.08,43.49,320.0,14.960139999999999,21.86482,0.0,1026.5,10.0,2013-01-07 10:00:00
EWR,2013,1,7,11,46.04,23.0,39.9,300.0,11.5078,20.71404,0.0,1026.6,10.0,2013-01-07 11:00:00
EWR,2013,1,7,12,46.94,21.92,36.85,300.0,14.960139999999999,24.16638,0.0,1026.9,10.0,2013-01-07 12:00:00
EWR,2013,1,7,13,46.04,19.94,35.05,360.0,11.5078,,0.0,1027.1,10.0,2013-01-07 13:00:00
EWR,2013,1,7,14,46.94,19.94,33.88,290.0,11.5078,20.71404,0.0,1027.6,10.0,2013-01-07 14:00:00
EWR,2013,1,7,15,44.96,17.96,33.55,320.0,8.05546,,0.0,1028.4,10.0,2013-01-07 15:00:00
EWR,2013,1,7,16,42.98,17.96,36.18,330.0,6.90468,,0.0,1028.8,10.0,2013-01-07 16:00:00
EWR,2013,1,7,17,42.08,17.96,37.46,320.0,3.45234,,0.0,1029.1,10.0,2013-01-07 17:00:00
EWR,2013,1,7,18,41.0,19.04,40.9,310.0,4.60312,,0.0,1029.3,10.0,2013-01-07 18:00:00
EWR,2013,1,7,19,39.92,21.02,46.41,0.0,0.0,,0.0,1029.3,10.0,2013-01-07 19:00:00
EWR,2013,1,7,20,39.92,21.02,46.41,0.0,0.0,,0.0,1029.1,10.0,2013-01-07 20:00:00
EWR,2013,1,7,21,37.04,24.08,59.09,0.0,0.0,,0.0,1028.9,10.0,2013-01-07 21:00:00
EWR,2013,1,7,22,35.96,23.0,58.94,230.0,3.45234,,0.0,1029.3,10.0,2013-01-07 22:00:00
EWR,2013,1,7,23,32.0,23.0,69.04,210.0,6.90468,,0.0,1029.2,10.0,2013-01-07 23:00:00
EWR,2013,1,8,0,32.0,23.0,69.04,210.0,3.45234,,0.0,1029.2,10.0,2013-01-08 00:00:00
EWR,2013,1,8,1,32.0,24.08,72.24,210.0,6.90468,,0.0,1029.0,10.0,2013-01-08 01:00:00
EWR,2013,1,8,2,32.0,24.98,75.0,190.0,3.45234,,0.0,1028.7,10.0,2013-01-08 02:00:00
EWR,2013,1,8,3,30.92,26.06,81.95,190.0,4.60312,,0.0,1028.2,10.0,2013-01-08 03:00:00
EWR,2013,1,8,4,30.02,24.98,81.27,240.0,4.60312,,0.0,1028.6,10.0,2013-01-08 04:00:00
EWR,2013,1,8,5,28.94,24.08,81.8,210.0,4.60312,,0.0,1028.9,10.0,2013-01-08 05:00:00
EWR,2013,1,8,6,30.92,24.98,78.35,0.0,0.0,,0.0,1029.2,9.0,2013-01-08 06:00:00
EWR,2013,1,8,7,30.02,24.98,81.27,210.0,5.7539,,0.0,1030.0,8.0,2013-01-08 07:00:00
EWR,2013,1,8,8,35.06,26.96,72.03,240.0,6.90468,,0.0,1030.5,9.0,2013-01-08 08:00:00
EWR,2013,1,8,9,39.02,28.94,66.85,230.0,9.20624,,0.0,1030.3,9.0,2013-01-08 09:00:00
EWR,2013,1,8,10,44.06,28.94,55.02,220.0,13.80936,,0.0,1029.7,9.0,2013-01-08 10:00:00
EWR,2013,1,8,11,46.04,30.02,53.33,230.0,10.35702,,0.0,1028.2,10.0,2013-01-08 11:00:00
EWR,2013,1,8,12,46.94,30.02,51.55,230.0,14.960139999999999,25.31716,0.0,1027.9,10.0,2013-01-08 12:00:00
EWR,2013,1,8,13,48.92,30.02,47.86,240.0,11.5078,,0.0,1027.6,10.0,2013-01-08 13:00:00
EWR,2013,1,8,14,48.92,30.02,47.86,220.0,11.5078,,0.0,1027.9,10.0,2013-01-08 14:00:00
EWR,2013,1,8,15,48.92,28.04,44.14,240.0,11.5078,,0.0,1027.7,10.0,2013-01-08 15:00:00
EWR,2013,1,8,16,46.04,28.04,49.19,230.0,10.35702,,0.0,1027.8,10.0,2013-01-08 16:00:00
EWR,2013,1,8,17,44.06,28.94,55.02,220.0,6.90468,,0.0,1028.1,10.0,2013-01-08 17:00:00
EWR,2013,1,8,18,39.92,30.92,69.96,220.0,8.05546,,0.0,1028.7,10.0,2013-01-08 18:00:00
EWR,2013,1,8,19,39.92,30.92,69.96,200.0,5.7539,,0.0,1028.7,10.0,2013-01-08 19:00:00
EWR,2013,1,8,20,39.02,30.02,69.86,210.0,5.7539,,0.0,1028.6,10.0,2013-01-08 20:00:00
EWR,2013,1,8,21,37.94,28.94,69.73,210.0,3.45234,,0.0,1028.6,10.0,2013-01-08 21:00:00
EWR,2013,1,8,22,37.94,28.94,69.73,210.0,4.60312,,0.0,1029.3,10.0,2013-01-08 22:00:00
EWR,2013,1,8,23,37.04,28.94,72.24,230.0,4.60312,,0.0,1029.2,10.0,2013-01-08 23:00:00
EWR,2013,1,9,0,35.96,28.94,75.39,0.0,0.0,,0.0,1029.1,10.0,2013-01-09 00:00:00
EWR,2013,1,9,1,33.98,28.94,81.57,0.0,0.0,,0.0,1028.7,10.0,2013-01-09 01:00:00
EWR,2013,1,9,2,35.06,28.94,78.13,0.0,0.0,,0.0,1028.5,10.0,2013-01-09 02:00:00
EWR,2013,1,9,3,35.96,30.02,78.79,0.0,0.0,,0.0,1028.4,10.0,2013-01-09 03:00:00
EWR,2013,1,9,4,35.96,28.94,75.39,0.0,0.0,,0.0,1028.2,10.0,2013-01-09 04:00:00
EWR,2013,1,9,5,35.06,28.94,78.13,0.0,0.0,,0.0,1028.0,9.0,2013-01-09 05:00:00
EWR,2013,1,9,6,35.06,28.94,78.13,0.0,0.0,,0.0,1028.4,9.0,2013-01-09 06:00:00
EWR,2013,1,9,7,33.98,30.02,85.24,260.0,4.60312,,0.0,1029.0,6.0,2013-01-09 07:00:00
EWR,2013,1,9,8,37.04,30.92,78.31,0.0,0.0,,0.0,1028.7,7.0,2013-01-09 08:00:00
EWR,2013,1,9,9,42.08,32.0,67.22,0.0,0.0,,0.0,1028.3,7.0,2013-01-09 09:00:00
EWR,2013,1,9,10,44.06,33.08,65.07,170.0,3.45234,,0.0,1026.4,7.0,2013-01-09 10:00:00
EWR,2013,1,9,11,46.94,33.98,60.47,230.0,5.7539,,0.0,1025.9,7.0,2013-01-09 11:00:00
EWR,2013,1,9,12,46.04,33.98,62.56,200.0,9.20624,,0.0,1024.1,9.0,2013-01-09 12:00:00
EWR,2013,1,9,13,46.94,33.98,60.47,270.0,8.05546,,0.0,1024.7,9.0,2013-01-09 13:00:00
EWR,2013,1,9,14,46.94,35.06,63.13,180.0,8.05546,,0.0,1021.1,8.0,2013-01-09 14:00:00
EWR,2013,1,9,15,48.92,37.04,63.39,210.0,13.80936,20.71404,0.0,1020.7,9.0,2013-01-09 15:00:00
EWR,2013,1,9,16,50.0,37.04,60.89,240.0,11.5078,20.71404,0.0,1021.0,10.0,2013-01-09 16:00:00
EWR,2013,1,9,17,48.92,37.04,63.39,240.0,12.65858,,0.0,1021.7,10.0,2013-01-09 17:00:00
EWR,2013,1,9,18,48.02,37.04,65.56,250.0,10.35702,,0.0,1022.1,10.0,2013-01-09 18:00:00
EWR,2013,1,9,19,46.94,37.04,68.28,260.0,11.5078,,0.0,1022.6,10.0,2013-01-09 19:00:00
EWR,2013,1,9,20,44.96,37.04,73.59,230.0,11.5078,,0.0,1022.5,10.0,2013-01-09 20:00:00
EWR,2013,1,9,21,44.06,35.96,72.98,230.0,12.65858,,0.0,1022.5,10.0,2013-01-09 21:00:00
EWR,2013,1,9,22,44.06,35.06,70.42,240.0,12.65858,,0.0,1023.0,10.0,2013-01-09 22:00:00
EWR,2013,1,9,23,42.98,33.08,67.81,220.0,8.05546,,0.0,1023.7,10.0,2013-01-09 23:00:00
EWR,2013,1,10,0,41.0,32.0,70.08,230.0,8.05546,,0.0,1024.6,10.0,2013-01-10 00:00:00
EWR,2013,1,10,1,39.02,30.02,69.86,210.0,9.20624,,0.0,1025.9,10.0,2013-01-10 01:00:00
EWR,2013,1,10,2,39.02,28.94,66.85,230.0,6.90468,,0.0,1026.9,10.0,2013-01-10 02:00:00
EWR,2013,1,10,3,39.92,26.96,59.5,270.0,5.7539,,0.0,1027.5,10.0,2013-01-10 03:00:00
EWR,2013,1,10,4,41.0,26.06,54.97,320.0,6.90468,,0.0,1028.2,10.0,2013-01-10 04:00:00
EWR,2013,1,10,5,41.0,26.06,54.97,300.0,12.65858,20.71404,0.0,1029.0,10.0,2013-01-10 05:00:00
EWR,2013,1,10,6,39.92,24.98,54.81,280.0,6.90468,17.2617,0.0,1030.0,10.0,2013-01-10 06:00:00
EWR,2013,1,10,7,41.0,24.98,52.56,330.0,6.90468,,0.0,1031.4,10.0,2013-01-10 07:00:00
EWR,2013,1,10,8,42.98,24.98,48.7,330.0,8.05546,,0.0,1032.2,10.0,2013-01-10 08:00:00
EWR,2013,1,10,9,44.96,23.0,41.56,320.0,17.2617,26.467940000000002,0.0,1032.7,10.0,2013-01-10 09:00:00
