Symbol,Price,Quarter
MCO,73.83083337519537,1
MS,122.61936862052026,1
MSI,144.0629993316049,1
MYL,228.8331086313095,1
NDAQ,130.0594387756838,1
NOV,212.41001500642437,1
NAVI,223.82182745793392,1
NKTR,188.1981259640894,1
NTAP,236.2736306231593,1
NFLX,288.053553742692,1
NWL,144.97460342667233,1
NFX,167.44931184423845,1
NEM,241.43502531289693,1
NWSA,92.15069590020339,1
NWS,86.44254367984178,1
NEE,109.54141999272275,1
NLSN,291.021626793134,1
NKE,103.54905236851818,1
NI,188.59934287533906,1
NBL,234.22351652936237,1
JWN,335.14585264984316,1
NSC,216.91190734192512,1
NTRS,282.84719745572835,1
NOC,295.27618661707214,1
NCLH,74.00477820855701,1
NRG,101.07778646226306,1
NUE,88.06684005997776,1
NVDA,249.1195751950609,1
ORLY,344.93073689648566,1
OXY,226.7851872267886,1
OMC,87.92820863854095,1
OKE,259.6195697858383,1
ORCL,282.01071506325496,1
PCAR,341.66603861404604,1
PKG,304.4115033574321,1
PH,231.93039642082346,1
PAYX,276.11974414866233,1
PYPL,236.90166409276588,1
PNR,290.4038663078883,1
PBCT,137.72518485317,1
PEP,240.95114841043076,1
PKI,154.7434786390699,1
PRGO,319.2089224588676,1
PFE,279.3660746293069,1
PCG,300.2204206878426,1
PM,255.20064362325184,1
PSX,150.09921283586823,1
PNW,108.64558116445926,1
PXD,296.9814340754883,1
PNC,267.703635567682,1
RL,362.07205895202856,1
PPG,77.15184406215845,1
PPL,194.64541944227665,1
PX,319.8975516681239,1
PFG,185.07979336715988,1
PG,161.07500710508864,1
PGR,254.11813813228994,1
PLD,227.16264518929853,1
PRU,236.52820858855952,1
PEG,100.37054125004794,1
PSA,360.12794469437097,1
PHM,129.92846340842914,1
PVH,107.23272874057324,1
QRVO,324.2669406465494,1
QCOM,166.1932867947017,1
PWR,83.42573480056677,1
DGX,98.50996709040334,1
RRC,131.37073491684828,1
RJF,85.35278845569785,1
RTN,90.11959837716003,1
O,81.51582964690711,1
RHT,350.10650531544644,1
REG,194.80761169627092,1
REGN,302.1553187648748,1
RF,263.0508300982497,1
RSG,216.79335996204983,1
RMD,188.1920700785879,1
RHI,122.43543316599919,1
ROK,121.52423627492138,1
COL,191.35757028517702,1
ROP,234.0476010081292,1
ROST,234.77304014947757,1
RCL,124.21842008739371,1
SPGI,231.0098044888843,1
CRM,281.1245449963479,1
SBAC,163.55679619490638,1
SCG,183.5713589064005,1
SLB,274.22411375154434,1
STX,338.3671736342972,1
SEE,310.3292698907618,1
SRE,159.9770199206096,1
SHW,275.70885835248254,1
SPG,225.81403233424746,1
SWKS,331.6786256110526,1
SLG,93.50339158863764,1
SNA,303.4021666153625,1
SO,211.34666465348624,1
LUV,165.21435535672427,1
SWK,269.4366972169015,1
SBUX,320.13116943539376,1
STT,206.04198654273412,1
SRCL,336.7421935901794,1
SYK,228.23408994505212,1
STI,195.04045595527955,1
SIVB,367.4399361229565,1
SYMC,229.23832957482716,1
SYF,281.08586122356866,1
SNPS,156.16586003950445,1
SYY,364.8495448688959,1
TROW,347.3504267120338,1
TTWO,76.62929488924058,1
TPR,322.1317306085498,1
TGT,329.6758355729684,1
TEL,329.1837388279453,1
FTI,113.96831890753896,1
TXN,201.26764340493028,1
TXT,153.60891552841062,1
BK,372.543524541299,1
CLX,240.3673298245743,1
COO,273.68204435909377,1
HSY,369.50560325345333,1
MOS,93.36023198629383,1
TRV,352.8532601940756,1
DIS,246.00504121190045,1
TMO,359.8171495496357,1
TIF,282.34472980042915,1
TWX,222.30968700818013,1
TJX,138.59539503709755,1
TMK,342.2525938977544,1
TSS,183.5105660545452,1
TSCO,273.79894863965546,1
TDG,301.90937813813207,1
TRIP,246.89694933619967,1
FOXA,284.54758353190107,1
FOX,180.9901897697888,1
TSN,235.7922704009085,1
USB,325.0910403070852,1
UDR,89.01552530198575,1
ULTA,181.16444032678754,1
UAA,247.46218637335247,1
UA,253.8426819189931,1
UNP,192.18323462417925,1
UAL,269.08772072012584,1
UNH,185.85792435258978,1
UPS,83.37529313189052,1
URI,348.85615084544526,1
UTX,220.62571229569102,1
UHS,86.86781404413432,1
UNM,184.4760107099362,1
VFC,279.42504347237184,1
VLO,362.59221226671065,1
VAR,274.704205841554,1
VTR,302.39513018904813,1
VRSN,241.32469243843408,1
VRSK,159.56833693443218,1
VZ,347.8049846045923,1
VRTX,278.4450809560443,1
VIAB,243.98266929868956,1
V,181.4362723825074,1
VNO,287.411499348889,1
VMC,164.21854839182208,1
WMT,189.99180019535768,1
WBA,315.4047013348881,1
WM,273.0700075156072,1
WAT,317.8134886912769,1
WEC,180.0296928305615,1
WFC,205.3120489910189,1
WELL,205.52340762070807,1
WDC,139.7376117829923,1
WU,183.87810401708424,1
WRK,305.7520242806519,1
WY,348.80994085388005,1
WHR,85.70337124891459,1
WMB,258.8429616805652,1
WLTW,369.4899711011668,1
WYN,165.12602021037105,1
WYNN,302.4652831831588,1
XEL,146.8460057200777,1
XRX,279.2144342851642,1
XLNX,103.13982891474112,1
XL,276.16745734705955,1
XYL,266.53191288655853,1
YUM,215.89941892449886,1
ZBH,171.70159714926876,1
ZION,108.37470130644758,1
ZTS,369.2554929191085,1
MMM,134.4252072795374,2
AOS,90.8777688946704,2
ABT,263.74082793185863,2
ABBV,300.5710207825388,2
ACN,211.03336448208373,2
ATVI,355.9830174776222,2
AYI,378.27697610908564,2
ADBE,108.17882144345725,2
AAP,197.10586293447656,2
AMD,105.99189072471339,2
AES,199.18091962359094,2
AET,328.16965022200407,2
AMG,240.76970622593984,2
AFL,381.7080105909124,2
A,123.03554861055113,2
APD,204.1926944382606,2
AKAM,163.37940665777418,2
ALK,135.07493234382304,2
ALB,71.49629658691147,2
ARE,374.7573316894792,2
ALXN,105.3588555276816,2
ALGN,113.54635740196352,2
ALLE,189.09622931395157,2
AGN,289.3380965954112,2
ADS,91.83349764374888,2
LNT,361.6613234815424,2
ALL,124.55121901467177,2
GOOGL,93.8649513426011,2
GOOG,228.99292253030552,2
MO,192.7870176481195,2
AMZN,229.96497230016922,2
AEE,241.61360759486408,2
AAL,100.11226888356587,2
AEP,251.11829968526047,2
AXP,289.36312408394434,2
AIG,281.15002086083314,2
AMT,335.0725779834649,2
AWK,353.202355349636,2
AMP,173.16266254482426,2
ABC,290.81397936617674,2
AME,276.54382785844786,2
AMGN,280.0164732862773,2
APH,340.5146837322274,2
APC,163.0767888608235,2
ADI,140.35100371089044,2
ANDV,105.9407354320776,2
ANSS,265.00369057334046,2
ANTM,193.83408326259658,2
AON,80.66559278492167,2
APA,152.16459705183266,2
AIV,126.91475631131337,2
AAPL,269.9613374928127,2
AMAT,203.96816344260043,2
APTV,177.32900077889224,2
ADM,161.71976521004672,2
ARNC,208.99872380474912,2
AJG,138.62600470992578,2
AIZ,277.98256426067,2
T,336.34314363426284,2
ADSK,204.54382886049504,2
ADP,199.9709441723442,2
AZO,215.89451690708287,2
AVB,307.4497046573352,2
AVY,236.11988559034472,2
BHGE,114.28475754172855,2
BLL,299.19396614632086,2
BAC,195.95137140165758,2
BAX,97.83369878444475,2
BBT,290.3196761877246,2
BDX,197.11021060779063,2
BRK.B,242.06549068785446,2
BBY,364.5450828370491,2
BIIB,193.84535557149056,2
BLK,200.31304257749636,2
HRB,314.85039287580366,2
BA,100.09867005945408,2
BKNG,294.20900493535186,2
BWA,188.9808454278251,2
BXP,362.81137935601816,2
BSX,251.0260066347453,2
BHF,272.7716670515155,2
BMY,367.05752353102423,2
AVGO,320.32326742398345,2
BF.B,138.48414681583085,2
CHRW,259.1485200087699,2
CA,88.87866492922701,2
COG,190.34134021753914,2
CDNS,278.4136534932872,2
CPB,120.59770966586989,2
COF,262.8607567573349,2
CAH,328.5036906806055,2
KMX,281.02502402929616,2
CCL,276.40240373239936,2
CAT,217.78512057150016,2
CBOE,178.05970888468465,2
CBRE,185.83752005110912,2
CBS,215.506539409226,2
CELG,298.27015769571994,2
CNC,147.93774485467253,2
CNP,349.03220708432184,2
CTL,313.425265875159,2
CERN,86.44965250240205,2
CF,244.2430631805749,2
SCHW,183.88865239939588,2
CHTR,258.69285105471886,2
CVX,242.59561352067993,2
CMG,249.61990631961885,2
CB,71.31648874150552,2
CHD,289.3921582085352,2
CI,98.56832633963714,2
XEC,373.70081201427325,2
CINF,137.87351912804618,2
CTAS,355.8058316431179,2
CSCO,247.64053265893233,2
C,121.01366100322056,2
CFG,370.39030582334834,2
CTXS,275.46650358748457,2
CME,280.97571359893254,2
CMS,160.18563286385967,2
KO,346.0922183790209,2
CTSH,259.98167526716225,2
CL,236.16908246405197,2
CMCSA,125.933660109623,2
CMA,168.25769370941734,2
CAG,271.839912117102,2
CXO,208.36501094768758,2
COP,336.1334268888797,2
ED,184.76642544193874,2
STZ,306.2892410837449,2
GLW,311.7397100867355,2
COST,139.83601748910513,2
COTY,317.51595665302085,2
CCI,344.7967372059284,2
CSRA,371.1472751121266,2
CSX,248.5684297639482,2
CMI,162.87950565748747,2
CVS,81.26258947667958,2
DHI,321.4063904484235,2
DHR,253.57511980717112,2
DRI,173.5554199161403,2
DVA,197.32710560799728,2
DE,316.0318401029282,2
DAL,130.37071471849458,2
XRAY,169.23431348628336,2
DVN,212.67983843821077,2
DLR,161.7534855136524,2
DFS,204.60688096647118,2
DISCA,206.26810898031573,2
DISCK,181.43816350151104,2
DISH,205.80932815308964,2
DG,287.1959954798626,2
DLTR,250.91439160248282,2
D,352.43455480830437,2
DOV,205.02588285393887,2
DWDP,118.61239324281345,2
DPS,83.37557279808573,2
DTE,297.1006861078394,2
DUK,114.25983321053462,2
DRE,310.0577832524521,2
DXC,112.70245072257232,2
ETFC,283.1491423685282,2
EMN,277.47878639389535,2
ETN,162.1188236405622,2
EBAY,350.4842554675613,2
ECL,221.08336532251244,2
EIX,83.82858907871785,2
EW,353.0966713594966,2
EA,198.22799460512556,2
EMR,150.0261392548529,2
ETR,234.88331466971354,2
EVHC,161.9579239348918,2
EOG,210.69267148193626,2
EQT,184.5040556744372,2
EFX,86.23769000807509,2
EQIX,354.5142327996246,2
EQR,138.75237371779647,2
ESS,312.8400106872077,2
EL,207.73878395147156,2
RE,266.37733356893983,2
ES,216.27397624753777,2
EXC,287.63659938030406,2
EXPE,96.61556301047364,2
EXPD,86.29905992086063,2
ESRX,174.60328067239206,2
EXR,299.4701614717559,2
XOM,69.9543227255061,2
FFIV,178.61549982148998,2
FB,114.22989529519852,2
FAST,267.433693813788,2
FRT,201.07768274502357,2
FDX,76.96155876521581,2
FIS,364.51458923835855,2
FITB,101.58956453392551,2
FE,144.33940423673508,2
FISV,78.20116975150691,2
FLIR,349.10595878141163,2
FLS,247.3453600626217,2
FLR,182.66752097383727,2
FMC,291.2440311234558,2
FL,178.9912044348932,2
F,274.0587043542037,2
FTV,220.40220402395795,2
FBHS,216.8458388390174,2
BEN,98.64430210363682,2
FCX,242.24238296977447,2
GPS,211.65388588960235,2
GRMN,273.4699907825824,2
IT,255.93259240497088,2
GD,139.88100385262578,2
GE,157.70811063468818,2
GGP,324.17345176123047,2
GIS,135.6603656472339,2
GM,350.9636723427625,2
GPC,319.3171521959694,2
GILD,130.37685520955475,2
GPN,240.5481663493646,2
GS,277.0107112609507,2
GT,183.4650427063792,2
GWW,292.54846919063493,2
HAL,160.3428329551042,2
HBI,292.4199265589405,2
HOG,133.4234137391856,2
HRS,191.0034091207166,2
HIG,241.21035775967155,2
HAS,187.84615846274923,2
HCA,72.08423577787414,2
HCP,139.5603180450769,2
HP,258.2382784928515,2
HSIC,90.48341261228018,2
HES,238.79336015101381,2
HPE,194.4252762732889,2
HLT,227.75360855760894,2
HOLX,128.1942520129448,2
HD,133.6621776295402,2
HON,322.88974818562576,2
HRL,325.1128706577718,2
HST,112.30493315970516,2
HPQ,184.10864550734303,2
HUM,104.17977502795007,2
HBAN,184.44989492189595,2
HII,131.1868220004267,2
IDXX,288.8126545198819,2
INFO,239.00226693585424,2
ITW,275.914503803753,2
ILMN,162.50305065920384,2
INCY,380.9577746297567,2
IR,197.8782433268441,2
INTC,153.32509243918076,2
ICE,157.96241246828652,2
IBM,127.50497799153746,2
IP,261.03550754879353,2
IPG,270.85409588841077,2
IFF,337.4562915094095,2
INTU,197.7626461772213,2
ISRG,87.59563290248806,2
IVZ,120.52521633915309,2
IPGP,215.14834991777337,2
IQV,140.98291584494189,2
IRM,266.71081241775255,2
JBHT,125.122567480197,2
JEC,368.12480918665347,2
SJM,269.7201728975214,2
JNJ,109.15682816229993,2
JCI,273.179170230835,2
JPM,161.11555222355602,2
JNPR,349.1529310944479,2
KSU,241.77550877173096,2
K,119.00152449777225,2
KEY,169.09843604793025,2
KMB,304.6800627947238,2
KIM,73.0690129220791,2
KMI,285.1465543443896,2
KLAC,113.52722385600853,2
KSS,207.5849597459066,2
KHC,68.06656478096308,2
KR,277.0223692530867,2
LB,131.06579384197522,2
LLL,108.47136025085058,2
LH,140.3677735802616,2
LRCX,133.28751670822277,2
LEG,93.0811769714253,2
LEN,385.3693863446749,2
LUK,169.71522538022208,2
LLY,256.1978481335071,2
LNC,299.00827329170613,2
LKQ,189.72821628328387,2
LMT,110.8955811089911,2
L,172.78696387700225,2
LOW,325.1023075458413,2
LYB,149.28622364633168,2
MTB,336.3965037574497,2
MAC,298.66915706794725,2
M,214.48154715037793,2
MRO,179.27190674916875,2
MPC,110.13052293137574,2
MAR,368.7676539106469,2
MMC,187.68058312302284,2
MLM,372.4546159124041,2
MAS,114.60137292292764,2
MA,338.5389442129072,2
MAT,275.6361791011303,2
MKC,187.16098001029613,2
MCD,151.4924656900665,2
MCK,291.09507324525424,2
MDT,69.34537325149219,2
MRK,358.08100405209115,2
MET,260.3188884258428,2
MTD,278.31770848549166,2
MGM,165.9442259676204,2
KORS,356.88204226959004,2
MCHP,197.11876364361606,2
MU,275.39160537580733,2
MSFT,202.09361524375214,2
MAA,107.55262463746158,2
MHK,80.96774343670384,2
TAP,110.40808840816325,2
MDLZ,241.2352059219309,2
MON,136.60004187486123,2
MNST,275.9295411881893,2
MCO,67.69766935421606,2
MS,115.26872664389259,2
MSI,135.95053859537464,2
MYL,218.7377872358486,2
NDAQ,115.8679510692721,2
NOV,198.05362777761212,2
NAVI,237.90853508997418,2
NKTR,180.8120370303424,2
NTAP,225.4365048129364,2
NFLX,302.4512663108993,2
NWL,144.0051678492095,2
NFX,159.9487958033541,2
NEM,251.68007166357071,2
NWSA,93.72528599049552,2
NWS,89.1022842344584,2
NEE,122.54054300204402,2
NLSN,292.11911637043573,2
NKE,88.59193514399206,2
NI,201.6321449222973,2
NBL,239.31790122287785,2
JWN,340.61791789217136,2
NSC,209.0513557048412,2
NTRS,297.5190242284132,2
NOC,302.34378048715973,2
NCLH,86.42736428015303,2
NRG,86.36187430391101,2
NUE,76.31086104577246,2
NVDA,240.1859505259267,2
ORLY,356.9300211576235,2
OXY,215.51088208592458,2
OMC,90.14365757296537,2
OKE,254.53454304461187,2
ORCL,285.6102584444793,2
PCAR,336.9906685064891,2
PKG,301.01047024839323,2
PH,233.7216089786843,2
PAYX,289.01821877141873,2
PYPL,247.6669256495939,2
PNR,291.2743777640987,2
PBCT,149.5021432954261,2
PEP,247.09931522327304,2
PKI,169.44986275991207,2
PRGO,319.03839479328855,2
PFE,294.45973930468205,2
PCG,305.10512465236224,2
PM,250.4281434356823,2
PSX,162.40906247655656,2
PNW,103.09205924445538,2
PXD,289.3506573654305,2
PNC,261.3750926421922,2
RL,372.861217197816,2
PPG,80.10552938735124,2
PPL,194.11016599276383,2
PX,307.2100215137032,2
PFG,181.4145879303169,2
PG,176.53114262191067,2
PGR,251.55766004522735,2
PLD,227.89642359473766,2
PRU,230.55452752768522,2
PEG,94.43706830326647,2
PSA,350.78731243284506,2
PHM,144.19575985733954,2
PVH,111.46341749440269,2
QRVO,309.4141995595346,2
QCOM,169.10361013727422,2
PWR,72.0996539019278,2
DGX,84.11728144503287,2
RRC,144.44621451069912,2
RJF,74.74147196599115,2
RTN,90.31277016891266,2
O,79.2879521447208,2
RHT,359.33175494774326,2
REG,183.20072237164732,2
REGN,295.91964773875515,2
RF,264.83085887848523,2
RSG,204.16134678559786,2
RMD,186.9091077588308,2
RHI,110.13462744784086,2
ROK,131.33100619853866,2
COL,186.95601314264283,2
ROP,245.55364085193273,2
ROST,235.56176312429278,2
RCL,115.1776805845406,2
SPGI,219.2936413235089,2
CRM,265.9688839388383,2
SBAC,173.518240130865,2
SCG,178.70733926368118,2
SLB,274.8001358169702,2
STX,336.0700515469151,2
SEE,300.4415877790008,2
SRE,150.097446972152,2
SHW,259.971964203345,2
SPG,215.3741601447411,2
SWKS,323.0970547443856,2
SLG,107.02715306075946,2
SNA,291.21189412953134,2
SO,198.83180134039043,2
LUV,158.61909837374748,2
SWK,269.50065677510077,2
SBUX,325.76107567935435,2
STT,205.73792751492434,2
SRCL,349.27036590309365,2
SYK,236.30011725797695,2
STI,186.18957697556428,2
SIVB,378.7449014802738,2
SYMC,234.08527629512218,2
SYF,294.7272777086942,2
SNPS,166.3834965158548,2
SYY,350.9918155848863,2
TROW,347.9560199849155,2
TTWO,88.34510747294061,2
TPR,333.1036822844278,2
TGT,341.70037796181,2
TEL,337.1197978085071,2
FTI,104.9841483011277,2
TXN,194.95420981901782,2
TXT,149.74052656723543,2
BK,371.47005999651344,2
CLX,239.83897288816448,2
COO,264.73901120315765,2
HSY,362.77974929756374,2
MOS,103.88936013436529,2
TRV,339.58756098084615,2
DIS,253.79958684784617,2
TMO,369.4594474766774,2
TIF,296.958902307504,2
TWX,216.61108487823785,2
TJX,127.23746443573162,2
TMK,351.10612826299507,2
TSS,167.85577635010432,2
TSCO,285.28211867659996,2
TDG,295.83714845153446,2
TRIP,262.1099171301421,2
FOXA,285.49093584175796,2
FOX,179.45410710705235,2
TSN,248.6691495957797,2
USB,335.40480409490743,2
UDR,86.75871189495074,2
ULTA,166.56202973300486,2
UAA,256.39109792433095,2
UA,269.1658551473397,2
UNP,178.17448696792235,2
UAL,262.03459942567895,2
UNH,189.94493491064767,2
UPS,78.6539439703746,2
URI,361.933829323578,2
UTX,215.78582802578242,2
UHS,72.35459053700724,2
UNM,169.47264613559602,2
VFC,291.9905334447346,2
VLO,377.028223624802,2
VAR,282.6095696053136,2
VTR,292.16256568754295,2
VRSN,230.88401272244462,2
VRSK,159.84377666079422,2
VZ,336.3747419316899,2
VRTX,292.39254702248707,2
VIAB,239.616179973487,2
V,193.6072996724897,2
VNO,278.328024457482,2
VMC,169.86872794829188,2
WMT,184.5903931253492,2
WBA,312.7875487213009,2
WM,270.3258849225666,2
WAT,320.7214529869889,2
WEC,189.01674538009496,2
WFC,198.61812427556237,2
WELL,204.68465190198296,2
WDC,136.43430422745206,2
WU,194.04406369514274,2
WRK,320.0283563066551,2
WY,354.9015921942932,2
WHR,97.26467257999968,2
WMB,268.1192400457738,2
